"","samplingYear","CharacteristicName","AnnualMedian","AnnualMean","AnnualCount","AnnualSD","Annuallower_ci","Annualupper_ci","site","Park"
"2083","2022","Salinity",0.41,0.42,6,0.04,0.39,0.46,"NOST","ROCR"
"2084","2022","Specific conductance",821,858.83,6,75.27,779.84,937.83,"NOST","ROCR"
"2085","2022","Temperature, water",16.15,13.82,6,6.29,7.21,20.42,"NOST","ROCR"
"2086","2023","Salinity",0.39,0.4,3,0.05,0.29,0.51,"NOST","ROCR"
"2087","2023","Specific conductance",788,814.67,3,90.98,588.66,1040.67,"NOST","ROCR"
"2088","2023","Temperature, water",13.4,14.07,3,5.43,0.58,27.56,"NOST","ROCR"
"2089","2008","Salinity",0.06,0.06,2,0,0.06,0.06,"ORRU","PRWI"
"2090","2008","Specific conductance",131.9,131.9,2,2.69,107.76,156.04,"ORRU","PRWI"
"2091","2008","Temperature, water",15.15,15.15,2,2.19,-4.54,34.84,"ORRU","PRWI"
"2092","2009","Salinity",0.06,0.06,7,0.01,0.05,0.07,"ORRU","PRWI"
"2093","2009","Specific conductance",128.9,129.73,7,17.82,113.24,146.21,"ORRU","PRWI"
"2094","2009","Temperature, water",12.5,15.44,7,6.24,9.67,21.21,"ORRU","PRWI"
"2095","2010","Salinity",0.07,0.07,8,NA,NA,NA,"ORRU","PRWI"
"2096","2010","Specific conductance",150.8,149.07,8,NA,NA,NA,"ORRU","PRWI"
"2097","2010","Temperature, water",14.2,15.21,8,NA,NA,NA,"ORRU","PRWI"
"2098","2011","Salinity",0.07,0.07,9,0.01,0.06,0.08,"ORRU","PRWI"
"2099","2011","Specific conductance",145.05,149.21,10,20.15,134.79,163.63,"ORRU","PRWI"
"2100","2011","Temperature, water",17.6,18.11,9,5,14.27,21.95,"ORRU","PRWI"
"2101","2012","Salinity",0.06,0.06,8,0.01,0.06,0.07,"ORRU","PRWI"
"2102","2012","Specific conductance",132.3,143.49,9,25.02,124.25,162.72,"ORRU","PRWI"
"2103","2012","Temperature, water",13.1,13.73,9,5.85,9.24,18.23,"ORRU","PRWI"
"2104","2013","Salinity",0.07,0.07,8,0.01,0.06,0.08,"ORRU","PRWI"
"2105","2013","Specific conductance",156.4,157.26,8,23.82,137.35,177.18,"ORRU","PRWI"
"2106","2013","Temperature, water",16.8,15.54,8,5.75,10.73,20.35,"ORRU","PRWI"
"2107","2014","Salinity",0.06,0.06,2,0,0.06,0.06,"ORRU","PRWI"
"2108","2014","Specific conductance",121.65,121.65,2,4.17,84.17,159.13,"ORRU","PRWI"
"2109","2014","Temperature, water",11.85,11.85,2,5.87,-40.88,64.58,"ORRU","PRWI"
"2110","2015","Salinity",0.06,0.07,4,0.02,0.04,0.09,"ORRU","PRWI"
"2111","2015","Specific conductance",140.15,143.48,4,28.01,98.9,188.05,"ORRU","PRWI"
"2112","2015","Temperature, water",15.55,13.9,4,8.9,-0.26,28.06,"ORRU","PRWI"
"2113","2016","Salinity",0.06,0.07,4,0.02,0.04,0.09,"ORRU","PRWI"
"2114","2016","Specific conductance",133.05,141.7,4,40.04,77.99,205.41,"ORRU","PRWI"
"2115","2016","Temperature, water",18.9,16.55,4,7.54,4.55,28.55,"ORRU","PRWI"
"2116","2017","Salinity",0.07,0.07,6,0.01,0.06,0.08,"ORRU","PRWI"
"2117","2017","Specific conductance",154.4,148.52,6,14.8,132.99,164.05,"ORRU","PRWI"
"2118","2017","Temperature, water",13.5,14.87,6,7.88,6.59,23.14,"ORRU","PRWI"
"2119","2018","Salinity",0.07,0.07,6,NA,NA,NA,"ORRU","PRWI"
"2120","2018","Specific conductance",139.9,143.08,6,NA,NA,NA,"ORRU","PRWI"
"2121","2018","Temperature, water",9.9,12.76,6,NA,NA,NA,"ORRU","PRWI"
"2122","2019","Salinity",0.08,0.09,6,0.04,0.05,0.13,"ORRU","PRWI"
"2123","2019","Specific conductance",174.5,193.6,6,83.45,106.02,281.18,"ORRU","PRWI"
"2124","2019","Temperature, water",18.3,16.95,6,7.17,9.43,24.47,"ORRU","PRWI"
"2125","2020","Salinity",0.06,0.06,6,NA,NA,NA,"ORRU","PRWI"
"2126","2020","Specific conductance",132.6,134.57,6,NA,NA,NA,"ORRU","PRWI"
"2127","2020","Temperature, water",8.6,10.37,6,NA,NA,NA,"ORRU","PRWI"
"2128","2021","Salinity",0.08,0.1,6,0.03,0.07,0.12,"ORRU","PRWI"
"2129","2021","Specific conductance",167.8,198.82,6,61.58,134.19,263.44,"ORRU","PRWI"
"2130","2021","Temperature, water",15.85,15.28,6,7.27,7.65,22.91,"ORRU","PRWI"
"2131","2022","Salinity",0.07,0.07,6,0.01,0.06,0.08,"ORRU","PRWI"
"2132","2022","Specific conductance",144.65,145.03,6,27.73,115.93,174.13,"ORRU","PRWI"
"2133","2022","Temperature, water",13.35,14.42,6,7.56,6.48,22.36,"ORRU","PRWI"
"2134","2023","Salinity",0.06,0.06,4,NA,NA,NA,"ORRU","PRWI"
"2135","2023","Specific conductance",119,119,4,NA,NA,NA,"ORRU","PRWI"
"2136","2023","Temperature, water",12.4,12.4,4,NA,NA,NA,"ORRU","PRWI"
"2137","2009","Salinity",0.18,0.18,2,0.01,0.05,0.31,"KLVA","ROCR"
"2138","2009","Specific conductance",366.85,366.85,2,24.82,143.86,589.84,"KLVA","ROCR"
"2139","2009","Temperature, water",12.6,12.6,2,1.41,-0.11,25.31,"KLVA","ROCR"
"2140","2010","Salinity",0.35,0.34,9,0.05,0.3,0.38,"KLVA","ROCR"
"2141","2010","Specific conductance",712,698.44,9,106.17,616.84,780.05,"KLVA","ROCR"
"2142","2010","Temperature, water",12.5,13.27,9,5.79,8.82,17.71,"KLVA","ROCR"
"2143","2011","Salinity",0.38,0.4,10,0.05,0.36,0.44,"KLVA","ROCR"
"2144","2011","Specific conductance",778.7,817.97,10,106.9,741.5,894.44,"KLVA","ROCR"
"2145","2011","Temperature, water",14.5,14.5,10,6.71,9.7,19.3,"KLVA","ROCR"
"2146","2012","Salinity",0.37,0.38,12,0.14,0.29,0.47,"KLVA","ROCR"
"2147","2012","Specific conductance",757.5,773.7,12,287.19,591.23,956.17,"KLVA","ROCR"
"2148","2012","Temperature, water",13.35,13.31,12,5.31,9.94,16.68,"KLVA","ROCR"
"2149","2013","Salinity",0.36,0.35,9,0.03,0.33,0.38,"KLVA","ROCR"
"2150","2013","Specific conductance",736,716.52,9,64.52,666.93,766.12,"KLVA","ROCR"
"2151","2013","Temperature, water",14.1,13.38,9,5.29,9.31,17.45,"KLVA","ROCR"
"2152","2014","Salinity",0.42,0.37,4,0.13,0.17,0.57,"KLVA","ROCR"
"2153","2014","Specific conductance",768,638.06,5,345.47,209.1,1067.02,"KLVA","ROCR"
"2154","2014","Temperature, water",12.3,12.3,4,6.97,1.21,23.39,"KLVA","ROCR"
"2155","2015","Salinity",0.43,0.46,4,0.07,0.34,0.57,"KLVA","ROCR"
"2156","2015","Specific conductance",883.5,939.5,4,133.16,727.61,1151.39,"KLVA","ROCR"
"2157","2015","Temperature, water",13.55,13.35,4,7.07,2.11,24.59,"KLVA","ROCR"
"2158","2016","Salinity",0.38,0.38,2,0.01,0.32,0.45,"KLVA","ROCR"
"2159","2016","Specific conductance",789.15,789.15,2,32.74,495,1083.3,"KLVA","ROCR"
"2160","2016","Temperature, water",8.85,8.85,2,12.66,-104.87,122.57,"KLVA","ROCR"
"2161","2017","Salinity",0.39,0.39,5,0.04,0.35,0.44,"KLVA","ROCR"
"2162","2017","Specific conductance",800,795,5,71.98,705.63,884.37,"KLVA","ROCR"
"2163","2017","Temperature, water",7.1,11.7,5,8.04,1.72,21.68,"KLVA","ROCR"
"2164","2018","Salinity",0.37,0.38,6,0.03,0.35,0.41,"KLVA","ROCR"
"2165","2018","Specific conductance",763.5,765.27,6,54.98,707.57,822.97,"KLVA","ROCR"
"2166","2018","Temperature, water",12.95,14.02,6,6.66,7.03,21,"KLVA","ROCR"
"2167","2019","Salinity",0.39,0.38,6,0.03,0.35,0.41,"KLVA","ROCR"
"2168","2019","Specific conductance",802,771.5,7,NA,NA,NA,"KLVA","ROCR"
"2169","2019","Temperature, water",13.2,13.28,6,7.14,5.79,20.77,"KLVA","ROCR"
"2170","2020","Salinity",0.34,0.34,6,NA,NA,NA,"KLVA","ROCR"
"2171","2020","Specific conductance",701,693.67,6,NA,NA,NA,"KLVA","ROCR"
"2172","2020","Temperature, water",9.8,10.67,6,NA,NA,NA,"KLVA","ROCR"
"2173","2021","Salinity",0.36,0.36,6,0.04,0.32,0.39,"KLVA","ROCR"
"2174","2021","Specific conductance",739.5,725.17,6,76.53,644.86,805.48,"KLVA","ROCR"
"2175","2021","Temperature, water",13.8,13.47,6,7.26,5.84,21.09,"KLVA","ROCR"
"2176","2022","Salinity",0.34,0.35,6,0.01,0.34,0.36,"KLVA","ROCR"
"2177","2022","Specific conductance",707,708.33,6,23.51,683.66,733,"KLVA","ROCR"
"2178","2022","Temperature, water",14.6,12.72,6,6.38,6.02,19.41,"KLVA","ROCR"
"2179","2023","Salinity",0.32,0.32,3,0.02,0.27,0.37,"KLVA","ROCR"
"2180","2023","Specific conductance",660,656,3,35.17,568.63,743.37,"KLVA","ROCR"
"2181","2023","Temperature, water",11.4,12.67,3,6.59,-3.71,29.04,"KLVA","ROCR"
"2182","2010","Salinity",0.04,0.03,3,0.02,-0.03,0.08,"BONE","PRWI"
"2183","2010","Specific conductance",86.3,87.77,3,3.17,79.9,95.63,"BONE","PRWI"
"2184","2010","Temperature, water",10.8,9.47,3,4.84,-2.56,21.49,"BONE","PRWI"
"2185","2011","Salinity",0.04,0.04,1,NA,NA,NA,"BONE","PRWI"
"2186","2011","Specific conductance",86.5,86.5,1,NA,NA,NA,"BONE","PRWI"
"2187","2011","Temperature, water",9.6,9.6,1,NA,NA,NA,"BONE","PRWI"
"2188","2013","Salinity",0.05,0.05,3,0.01,0.03,0.06,"BONE","PRWI"
"2189","2013","Specific conductance",98.3,97.87,3,6.46,81.82,113.92,"BONE","PRWI"
"2190","2013","Temperature, water",19.2,17.1,3,3.64,8.06,26.14,"BONE","PRWI"
"2191","2014","Salinity",0.03,0.03,4,0.01,0.02,0.04,"BONE","PRWI"
"2192","2014","Specific conductance",69.8,72.42,4,12.67,52.26,92.59,"BONE","PRWI"
"2193","2014","Temperature, water",15.95,14.7,4,4.81,7.05,22.35,"BONE","PRWI"
"2194","2015","Salinity",0.03,0.03,4,0.01,0.02,0.04,"BONE","PRWI"
"2195","2015","Specific conductance",69.75,72.12,4,12.1,52.88,91.37,"BONE","PRWI"
"2196","2015","Temperature, water",14.9,13.17,4,6.87,2.24,24.11,"BONE","PRWI"
"2197","2016","Salinity",0.04,0.04,4,0.01,0.03,0.04,"BONE","PRWI"
"2198","2016","Specific conductance",78.8,81.05,4,8.25,67.93,94.17,"BONE","PRWI"
"2199","2016","Temperature, water",16.55,15.1,4,6.16,5.31,24.89,"BONE","PRWI"
"2200","2017","Salinity",0.04,0.04,6,0.01,0.03,0.05,"BONE","PRWI"
"2201","2017","Specific conductance",90.75,89.45,6,11.54,77.34,101.56,"BONE","PRWI"
"2202","2017","Temperature, water",12.3,13.43,6,6.21,6.92,19.95,"BONE","PRWI"
"2203","2018","Salinity",0.03,0.03,6,0.01,0.03,0.04,"BONE","PRWI"
"2204","2018","Specific conductance",75.15,77.58,6,8.2,68.98,86.19,"BONE","PRWI"
"2205","2018","Temperature, water",14.3,13.5,6,7.78,5.34,21.66,"BONE","PRWI"
"2206","2019","Salinity",0.04,0.04,6,0.01,0.03,0.05,"BONE","PRWI"
"2207","2019","Specific conductance",86.1,84.65,6,14.56,69.37,99.93,"BONE","PRWI"
"2208","2019","Temperature, water",16.7,15.65,6,5.8,9.56,21.74,"BONE","PRWI"
"2209","2020","Salinity",0.04,0.04,6,NA,NA,NA,"BONE","PRWI"
"2210","2020","Specific conductance",83.8,81.5,6,NA,NA,NA,"BONE","PRWI"
"2211","2020","Temperature, water",9.5,10.77,6,NA,NA,NA,"BONE","PRWI"
"2212","2021","Salinity",0.04,0.03,6,0.01,0.02,0.04,"BONE","PRWI"
"2213","2021","Specific conductance",78.35,74.65,6,15.4,58.49,90.81,"BONE","PRWI"
"2214","2021","Temperature, water",15.35,14.7,6,6.44,7.94,21.46,"BONE","PRWI"
"2215","2022","Salinity",0.04,0.04,6,0,0.03,0.04,"BONE","PRWI"
"2216","2022","Specific conductance",77.8,79.02,6,10.02,68.5,89.54,"BONE","PRWI"
"2217","2022","Temperature, water",12.9,13.98,6,6.77,6.87,21.09,"BONE","PRWI"
"2218","2023","Salinity",0.03,0.03,4,0.01,0.02,0.04,"BONE","PRWI"
"2219","2023","Specific conductance",74.3,74.68,4,1.99,71.5,77.85,"BONE","PRWI"
"2220","2023","Temperature, water",19.15,16.32,4,8.03,3.55,29.1,"BONE","PRWI"
"2221","2015","Salinity",0.29,0.29,2,NA,NA,NA,"ANCR","ANTI"
"2222","2015","Specific conductance",584.5,584.5,2,NA,NA,NA,"ANCR","ANTI"
"2223","2015","Temperature, water",12,12,2,NA,NA,NA,"ANCR","ANTI"
"2224","2016","Salinity",0.24,0.23,4,NA,NA,NA,"ANCR","ANTI"
"2225","2016","Specific conductance",499,488.3,4,NA,NA,NA,"ANCR","ANTI"
"2226","2016","Temperature, water",17.1,16.07,4,NA,NA,NA,"ANCR","ANTI"
"2227","2017","Salinity",0.28,0.28,8,0.03,0.26,0.3,"ANCR","ANTI"
"2228","2017","Specific conductance",578.8,575.22,8,55.09,529.17,621.28,"ANCR","ANTI"
"2229","2017","Temperature, water",11.45,13.44,8,6.78,7.77,19.11,"ANCR","ANTI"
"2230","2018","Salinity",0.26,0.27,11,0.02,0.25,0.28,"ANCR","ANTI"
"2231","2018","Specific conductance",530.4,545.35,11,36.73,520.67,570.02,"ANCR","ANTI"
"2232","2018","Temperature, water",16.7,14.52,11,5.34,10.93,18.1,"ANCR","ANTI"
"2233","2022","Salinity",0.32,0.32,1,NA,NA,NA,"ANCR","ANTI"
"2234","2022","Specific conductance",649,649,1,NA,NA,NA,"ANCR","ANTI"
"2235","2022","Temperature, water",11,11,1,NA,NA,NA,"ANCR","ANTI"
"2236","2005","Salinity",0.03,0.03,1,NA,NA,NA,"NOCH","PRWI"
"2237","2005","Specific conductance",47.5,47.5,1,NA,NA,NA,"NOCH","PRWI"
"2238","2005","Temperature, water",23.5,23.5,1,NA,NA,NA,"NOCH","PRWI"
"2239","2009","Salinity",NA,NA,1,NA,NA,NA,"NOCH","PRWI"
"2240","2009","Specific conductance",NA,NA,1,NA,NA,NA,"NOCH","PRWI"
"2241","2009","Temperature, water",NA,NA,1,NA,NA,NA,"NOCH","PRWI"
"2242","2004","Specific conductance",150.9,150.9,1,NA,NA,NA,"ISCR","CHOH"
"2243","2004","Specific conductance",302.9,302.9,1,NA,NA,NA,"GRSR","CHOH"
"2244","2004","Specific conductance",110,110,1,NA,NA,NA,"CABR","CHOH"
"2245","2004","Specific conductance",140,140,1,NA,NA,NA,"SVSR","CHOH"
"2246","2004","Specific conductance",283.9,283.9,1,NA,NA,NA,"MUBR","CHOH"
"2247","2004","Specific conductance",563.3,563.3,1,NA,NA,NA,"ELRD","HAFE"
"2248","2004","Specific conductance",567.4,567.4,1,NA,NA,NA,"ELRU","HAFE"
"2249","2004","Specific conductance",493.3,493.3,1,NA,NA,NA,"MUSP","ANTI"
"2250","2004","Specific conductance",624.6,624.6,1,NA,NA,NA,"NECS","ANTI"
"2251","2004","Specific conductance",268.1,268.1,1,NA,NA,NA,"SGAM","MONO"
